#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
                1              55               4              HO  0.0054900  0.0054900  0.0054900  0.0054900   47480437
                2              55               4              HO  0.0050400  0.0050400  0.0050400  0.0050400   47480837
                3              55               4              HO  0.0056400  0.0056400  0.0056400  0.0056400   47480C37
                4              55               4              HO  0.0042400  0.0042400  0.0042400  0.0042400   47481037
                5              55               4              HO  0.0097900  0.0097900  0.0097900  0.0097900   47481437
                6              55               4              HO  0.0090200  0.0090200  0.0090200  0.0090200   47481837
                7              55               4              HO  0.0085500  0.0085500  0.0085500  0.0085500   47481C37
                8              55               4              HO  0.0094200  0.0094200  0.0094200  0.0094200   47482037
                9              55               4              HO  0.0082600  0.0082600  0.0082600  0.0082600   47482437
               10              55               4              HO  0.0069900  0.0069900  0.0069900  0.0069900   47482837
