## file created 05.May.2015 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4601022B   6  13   t   29       0          5              2      HO    -4    43      4
 4E24022B   6  13   t   29       0          5              1     HOX    -4    43   -999
 460102AB   6  13   b   29       1          3              1      HO    -5    43      4
 4601032B   6  13   b   29       1          2              2      HO    -6    43      4
 460103AB   6  13   b   29       1          1              1      HO    -7    43      4
 4601042B   6  14   b   29       3          8              2      HO    -8    43      4
 460104AB   6  14   b   29       3          7              1      HO    -9    43      4
 4601052B   6  14   b   29       3          6              2      HO   -10    43      4
 460105AB   6  14   b   29       3          5              1      HO   -11    43      4
 4601062B   6  14   b   29       3          4              2      HO   -12    43      4
 460106AB   6  14   b   29       3          3              1      HO   -13    43      4
 4601072B   6  14   b   29       3          2              2      HO   -14    43      4
 460107AB   6  14   b   29       3          1              1      HO   -15    43      4
 4E2407AB   6   7   b   28      11          8              2     HOX   -15    43   -999
 460100AC   6   7   t   28      10          8              0      HO    -1    44      4
 4601012C   6   7   t   28      10          7              2      HO    -2    44      4
 460101AC   6   7   t   28      10          7              0      HO    -3    44      4
 4601022C   6  13   t   29       0          5              0      HO    -4    44      4
 460102AC   6  13   t   29       0          3              2      HO    -5    44      4
 4601032C   6  13   t   29       0          2              0      HO    -6    44      4
 460103AC   6  13   t   29       0          1              2      HO    -7    44      4
 4601042C   6  14   t   29       2          8              0      HO    -8    44      4
 460104AC   6  14   t   29       2          7              2      HO    -9    44      4
 4601052C   6  14   t   29       2          6              0      HO   -10    44      4
 460105AC   6  14   t   29       2          5              2      HO   -11    44      4
 4601062C   6  14   t   29       2          4              0      HO   -12    44      4
 460106AC   6  14   t   29       2          3              2      HO   -13    44      4
 4601072C   6  14   t   29       2          2              0      HO   -14    44      4
 460107AC   6  14   t   29       2          1              2      HO   -15    44      4
 4E2407AC   6  13   b   29       1          8              0     HOX   -15    44   -999
 460100AD   6   7   t   28      10          6              0      HO    -1    45      4
 4601012D   6   7   t   28      10          6              1      HO    -2    45      4
 460101AD   6   7   t   28      10          4              1      HO    -3    45      4
 4601022D   6  13   t   29       0          4              2      HO    -4    45      4
 4E24022D   6  13   t   29       0          4              1     HOX    -4    45   -999
 460102AD   6  13   t   29       0          3              0      HO    -5    45      4
 4601032D   6  13   t   29       0          2              1      HO    -6    45      4
 460103AD   6  13   t   29       0          1              0      HO    -7    45      4
 4601042D   6  14   t   29       2          8              1      HO    -8    45      4
 460104AD   6  14   t   29       2          7              0      HO    -9    45      4
 4601052D   6  14   t   29       2          6              1      HO   -10    45      4
 460105AD   6  14   t   29       2          5              0      HO   -11    45      4
 4601062D   6  14   t   29       2          4              1      HO   -12    45      4
 460106AD   6  14   t   29       2          3              0      HO   -13    45      4
 4601072D   6  14   t   29       2          2              1      HO   -14    45      4
